CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Exited
-0.32696962434725335,0.36688194224143333,-1.0434771376809044,-1.2287713464208376,-0.935839170474667,0.6099502304705433,0.9701301106288965,0.03212372976242396,True,False,False,True,False,1
-0.443522617263295,0.2650566347158376,-1.3932418969769524,0.12701272722493304,-0.935839170474667,-1.6394780263113513,0.9701301106288965,0.22914210765951476,False,False,True,True,False,0
-1.5666696399087874,0.36688194224143333,1.0551114180953836,1.3541077513814765,2.795733597420122,0.6099502304705433,-1.030789570433743,0.25358948044199786,True,False,False,True,False,1
0.5206885059512314,0.0614060196646461,-1.3932418969769524,-1.2287713464208376,0.9299472134727276,-1.6394780263113513,-1.030789570433743,-0.10027409161356357,True,False,False,True,False,0
2.1206432268896216,0.4687072497670291,-1.0434771376809044,0.8016536140330037,-0.935839170474667,0.6099502304705433,0.9701301106288965,-0.3597548126172709,False,False,True,True,False,0
-0.051480732000245805,0.5705325572926249,1.0551114180953836,0.6114889204461613,0.9299472134727276,0.6099502304705433,-1.030789570433743,0.8841415740961232,False,False,True,False,True,1
1.8239628812851518,1.1814844024461995,0.7053466587993356,-1.2287713464208376,0.9299472134727276,0.6099502304705433,0.9701301106288965,-1.5745867775929694,True,False,False,False,True,0
-1.5772653665375185,0.5705325572926249,-0.34394761908880844,1.0692300385368565,0.9299472134727276,-1.6394780263113513,0.9701301106288965,-0.4326855996362536,True,False,False,False,True,0
0.36175260652026553,-1.160497670642503,-1.0434771376809044,0.9487546846092648,-0.935839170474667,0.6099502304705433,0.9701301106288965,-0.48926821045414504,True,False,False,False,True,0
-1.2911807475617798,-0.7531964405401199,0.3555818995032876,0.42158273995697904,0.9299472134727276,-1.6394780263113513,-1.030789570433743,-0.340446353312424,True,False,False,False,True,0
-1.6196482730524426,-1.46597359321929,-0.6937123783848564,-1.2287713464208376,0.9299472134727276,0.6099502304705433,-1.030789570433743,-0.40717302479990714,False,False,True,False,True,0
-1.842158532255795,-0.4477205179633327,1.7546409366874796,-1.2287713464208376,0.9299472134727276,0.6099502304705433,-1.030789570433743,-1.289485412674748,True,False,False,True,False,0
-1.0686704883584275,-1.3641482856936944,0.0058171402072395816,-1.2287713464208376,0.9299472134727276,-1.6394780263113513,-1.030789570433743,1.6075545752859501,True,False,False,True,False,0
-0.15743799828755642,-0.3458952104377369,0.7053466587993356,-1.2287713464208376,0.9299472134727276,0.6099502304705433,0.9701301106288965,-0.5908967939830975,False,False,True,True,False,0
-0.3587568042334465,0.6723578648182206,-0.6937123783848564,1.0866746576689423,0.9299472134727276,-1.6394780263113513,0.9701301106288965,-0.6194874014562524,False,True,False,False,True,0
0.033285081029602676,1.9960868626509654,-1.3932418969769524,0.9163839268860013,-0.935839170474667,0.6099502304705433,-1.030789570433743,-1.6619771720691645,False,True,False,False,True,1
-1.0686704883584275,-1.46597359321929,1.4048761773914316,-1.2287713464208376,0.9299472134727276,0.6099502304705433,0.9701301106288965,-1.4981356491530806,False,False,True,True,False,0
-0.6660328764666473,0.6723578648182206,0.3555818995032876,-1.2287713464208376,-0.935839170474667,-1.6394780263113513,-1.030789570433743,1.041283518198879,False,False,True,False,True,0
